,sample,feas,objective_function
0,"[-588.79512699  455.94017721  996.87940252 -752.86114811  278.58187135
  627.94085038  763.65409415  791.5714999  -929.83958644 -156.00349134
  995.77902796  537.28436839  100.57571199 -904.55670996  724.69561496
   93.69670979 -101.54330374 -278.73877932 -583.73082706   98.99731885
  770.5509036   888.21227415 -547.38930936   13.60597512   29.83038278
  220.90628176  697.40942274  971.04875571  892.06498246  525.13904117
 -937.67502399  570.18591499  334.59529939  474.32107302  166.70182978
 -462.74525223  565.3820969   495.36813874  761.32534505  158.65712754
  762.69125637  203.15002096  706.49061392  447.20053963  252.6856211
  448.60877387   59.78202663 -229.89997769  934.39757151  137.31637711
  824.43332703  985.66155521  240.2109882    45.88287819  561.23924351
 -754.04831382  468.18969052   92.44710701   68.85376377  910.07344345
  118.58806926  674.96421929  829.80950914 -595.40618743  834.27636777
  816.26223711  990.08376011  595.02368924  455.43595347  579.48177728
  618.66575798  177.68475019  520.64494314  663.28078667 -714.2468451
  313.38771012 -754.02443377 -991.52950087  341.15796274  116.62273378
  488.18487008  323.58122341  407.11590977  437.56322398 -343.81507199
  541.06981565  419.28103141  843.64983515  768.64265657  -43.01814505
  676.34920362  932.13698462 -257.80518894 -214.89733405 -376.03820087]",0,
0,"[  98.64263767 -447.99227169  802.37211743 -629.11803292 -873.48206031
 -576.8983081  -507.48529782  276.6075367   546.28236157   21.48447309
  768.0765921  -642.06384155  633.95227936 -189.19820458  999.62481774
  103.68328267  514.96047524  481.78381643  677.27498496  693.88505394
  557.86740663  948.53168103  -86.85462395  367.87070201  155.87145696
  548.48379775  468.54856149  832.42182957  865.06045784  986.05189891
  -59.22343664 -505.7476722    84.97422729  582.53518666  857.97867585
 -260.03048206  889.90878738  793.93306924  357.17392407 -922.48578533
  244.76648094  673.62165176  256.12460088  723.54227159  404.24295665
 -632.38741458  875.92508717   87.94849504 -335.0236348   616.16496597
  181.05225366  147.67465923  950.06287963   66.30311589   43.51806528
  726.30185403  805.00493534 -734.5260225  -110.28722631  579.6502521
   45.8948815   566.36442962   66.14463422  523.86907012  136.60355024
  659.96415679  673.21111528  451.74143936 -912.08910269 -442.2606632
  287.82321926  213.49328331  623.86252894  759.20537567  180.11674016
  378.13445206 -547.76675808 -122.7680672   528.69537686  761.0542917
  724.60266831  180.63508837  568.48111648  116.11658159 -242.08528422
 -495.4680705   758.58431818  454.97673544  960.28246782  937.46374839
 -804.25151073  283.83464765  -64.61854484  789.69059625 -870.61638745]",0,
0,"[-686.92499479  994.58100259  334.69880354 -769.48932705 -203.93175024
  727.56832469 -479.16007578  761.4702277   465.47521864 -259.15953012
  367.92363614 -933.81152347  229.40291645  670.11261742  405.83545115
  544.95507663  995.85110329  847.91841704 -128.06255148  573.27490118
  656.78291478  699.40638899  682.19488018  665.82736021  360.49568958
  907.77695891  103.93988584  451.31940373  365.52978441  992.13276835
 -483.42242146  579.96238451  712.76788565  798.92455128  787.27729146
  928.4375381   869.17690375  512.76560059  720.38993352  848.75733502
  658.64234136  131.32567603  744.09172769   92.25237219  928.2172355
 -385.35408066  663.83329139  345.7623851   687.19404643  996.59399381
  922.15257639  574.98837409 -468.30685563  824.32170579  190.01019486
 -976.45862226  333.38003724  701.05984606 -976.22392837  130.53040816
  338.87831711  229.9511755   314.05401465   71.17833062  475.65135318
  766.04020782  355.35058867  264.30304229   32.71122258 -887.02965103
  433.30796004  191.35986962   28.51958954 -837.84270643 -237.45699037
  103.66393544  343.50299604  765.7168825    70.13817359  567.41202128
  555.26162257 -309.91009067  592.47946607  368.58576735   27.69910269
  371.23275872  475.13899001  905.35568768  701.05919931  923.58072344
 -113.40818584  354.5807237   985.04406465 -758.44735288  510.38677221]",0,
0,"[-509.45316213 -461.29126788  698.76300276 -994.10480102 -775.53045443
 -317.2287114   741.42969928   74.36857399  -39.86409111 -809.08986158
  409.98817936  888.9895612    60.46814244 -977.87895033  722.69985724
  113.09713534  237.11976313 -614.84103367 -379.517691    237.63730379
  559.38263632  662.38784914   71.92429385  482.07991821  774.40571152
  626.96082916  670.84606051   88.17560731  423.08897217  690.30110074
  792.39880406 -198.92012993  705.28476877  289.43950163  677.58494316
  438.18715145  -75.18027798  671.37325205  266.44714733 -653.23885404
  393.70395855  539.40768527  332.58429282  190.13132626  747.63802487
  893.29999437  417.73039865   20.9328166   988.91726223  297.86649126
  527.23198465  609.77157687  -77.36106453  991.90127786  951.54807299
  760.39779258  896.25193201  109.89127837  633.81980932  555.54177462
  910.62428098  672.46013717  145.00347504 -330.52392587  721.94836273
  235.2035816   234.15894859  467.64678459 -990.54658166  543.00683681
  100.71745864  654.63084345  318.09377896 -419.30041549 -503.98550826
  993.08947757 -897.88485165 -902.77858354  215.39058893  826.74757504
  743.37691509  334.06858927  598.4527705  -781.45034206 -803.24721815
   60.5140966    87.16732912  846.37046435  360.71471277  409.67408389
  971.4335463   252.13150775 -138.34751899 -545.52644788  219.39656671]",0,
0,"[ 284.54332305   83.1342124   129.12119799  629.30711247  378.0819615
 -367.18365303  898.84652408  524.84510268  228.42953297 -372.33203479
  949.15611253  777.80061146  830.39370733 -197.11238844  755.91445858
  879.91946513  622.42164596  906.1700536  -462.51435364  235.54999011
  254.0399513   803.06923591 -932.79585068  844.37646871  709.9101834
  204.34622717  809.59678655  124.18642297   47.76059443  224.54456629
 -121.70009364 -802.14468208  568.1912871   106.16993349  559.25219153
  542.66600569 -370.30776024  272.37697314  683.29370702 -600.40669359
  411.58299552  348.4744767   199.30433459  688.88015653  706.85197819
  678.38283294  927.97492158  726.02366346  835.11285391  613.75645932
  513.87119361  800.88121182 -518.54473863  457.35262548  948.95477354
  494.38488661   66.21818541 -841.99880887 -192.137274    339.26797924
 -356.96100182  577.66741382  551.83315885  890.89450739  849.80506014
  767.48666274  768.43224091  164.27295667  821.23648508  441.57247741
  640.83455701  762.4668727   526.46054657  147.12922389 -472.94328006
  788.76675972  665.31650795  397.07124268  675.77539972  804.75557299
  585.47137376  589.85293996  953.38026012 -289.82540894 -952.49924035
 -348.10388808   51.31908403   44.06695093  554.78527245  272.59465425
  642.01055389  675.98289112  -81.79863472  110.23196621  -46.8702929 ]",0,
0,"[-623.41344184 -703.62795047 -259.52806969 -272.66839055 -555.90699289
  330.84553195  299.84963757  669.46587279  811.93101063 -316.45406861
  256.50605155  442.68465603  359.69586665  -64.83427729  413.04988029
   19.37397366  108.34251755  640.43085398  -90.27850131  847.74003266
  246.83279933  359.87206846 -537.67359836  838.43812265  505.51224362
  882.40347707  425.32155475  548.9536667    22.44061698   54.22153275
 -834.92193706  -41.71627923  212.6298471   213.07535616 -840.92901234
  555.87189515 -628.41200491  875.87245028  916.72926962 -706.34341706
  297.62682466  393.89018444  688.14543711   53.83338229  180.2274571
  -21.11996388  304.82357202  499.94252592 -933.61229444  813.22992055
  332.97348586   79.31103335 -791.43403743  434.10144969  346.65789356
 -155.79389253  349.58719899  734.49155201  374.41798382  880.73649311
   64.69723454  237.14294456  741.03147926 -290.38707355  975.09714896
  281.81844747  716.17804561  278.77497792 -419.82891054  518.34392181
  914.89490935  952.42966584  768.19724223 -988.91231813 -271.21757467
  750.48919385  934.31453321 -637.88257821  665.14923633  299.65485608
   54.3419772   681.85715977  150.54886242 -647.00000679 -389.39729619
 -596.15166663    3.40715526  511.48907324  991.35152035  204.35827322
  241.76923313  451.01543257  963.61774216 -420.62455349  777.2626562 ]",0,
0,"[ 584.71297184  327.77351639 -303.83672297  628.8883559  -707.95850614
  839.96052745  307.97075985  146.34077     277.92644996 -683.25506063
  881.58047427  275.47642654   78.370203   -318.98973357  979.95550479
  751.98669289  994.4161223  -160.49226777 -357.68714094  435.23908125
   87.49559659  785.54205335 -473.21368796  958.94360583  614.96870208
  117.76400899   53.34183519  374.53222412   10.33924045   92.60447229
  503.61815874  463.00387083  323.24113224  981.47454206  -15.22950087
   89.12598566   89.1405587    96.01227127   89.31338652 -718.04855489
   67.63412584  818.87634877  309.75343087  476.86319148  515.34068034
  623.3518991   348.59482706  812.24586591 -158.31420324  955.02996068
  925.24567595  974.6464832   898.7418682   872.39057482  669.63792775
  757.60763776   67.47362187  168.20088362   34.66844873  341.69817261
 -434.2532992   840.35054117  273.45064729  -72.01374319  869.4075955
   30.84439125   19.30168287   78.88074233 -596.09545684  988.99947241
  403.43954467  404.01208557  282.93629043 -720.10644519  -99.60041287
  549.70371689 -609.56179265  955.7735812   124.99040471  701.73941549
  598.55957882  902.72284031  979.86583866  570.30751011  934.03242752
  522.08544198  822.81964627  674.30124337   54.61445251  488.39659693
  546.24193564  483.97135025  952.01215864 -834.36545393 -236.33486125]",0,
0,"[ 595.47565386  216.65321673  252.03775659 -100.74714319  -22.40029892
  873.362396    415.76755515   91.01138296   -7.54546458 -545.10760562
  387.0445976   -65.04208173  283.5197475  -836.84519239  758.31006015
  322.12614634  386.3158907   654.20883666   20.10889055   16.69051539
  744.15727342  389.42261847 -835.91761379  947.56783797  956.37551054
  542.20687369  212.43500453  562.52195107  634.83060978  930.87451259
  -10.82866104 -253.05333204  409.03864643  390.24900705 -116.42617982
  372.06629452  652.76988963  725.65115813  704.21364091 -663.72724891
  683.98716021  965.41251329  492.26933307   25.02891678  566.42655396
  146.12777046   72.83817702 -401.6005128  -628.0786262    73.08902236
  977.09240408  319.91017185 -783.01838361  289.81735495  438.936072
  449.47101069  308.45670287  544.77114656  753.04951191  288.89985588
  305.66041145  254.94298366  682.14997876 -389.19192507  363.00838895
  551.34906542  465.41125589  937.82672878 -943.99745001 -660.62003574
  475.27605722  526.37496752  376.13109242 -202.68254847  478.27155589
  792.10117421  271.73854995  686.6510619   335.43210639   17.92585914
  255.95705527  452.95508065  895.08297221 -230.57181164 -511.25218239
 -486.05294503  390.8303542   239.86021992  391.15775554  855.27679999
  501.65728508  332.6651653   489.55012003 -744.21929324 -971.88806668]",0,
0,"[ 230.52501809  867.41062716  418.52403701 -265.77343583 -815.05071975
 -255.34475273  190.47605951  261.05803531  801.88056267 -362.45211314
  126.78889742  463.13153595   71.92378736 -253.50501135  834.78926081
  271.73128648  -88.4617987   535.56349405  177.3384917   225.4133328
  286.46044356   91.51462758  310.55319378  346.9070983    72.72190271
  330.75747917  549.3472063   598.35322412  603.67837423  809.11044758
 -881.38806749    3.64867044  908.93408874  418.48930852  203.70597947
  965.41401509 -616.51574447   94.4501488   459.12457764 -119.72989367
  264.80128149  686.61319154  710.39046859  324.1711781   456.01085015
  282.12367669  827.33558727 -712.08882489  382.10702948  429.12070962
  352.10088567   53.76155074  727.661398    367.4630799   221.43874069
 -362.51652484  260.12596333  327.48295683  832.91664823  641.89990419
 -380.87582792   22.37975693  433.83502739  134.76573928  525.03198891
   73.79146617  378.15410528  393.24356286 -226.3931251   759.24005398
   75.24142574  467.77027719  785.53811309 -260.87074528 -699.44733993
  152.29605174  350.15917764  301.10277671  747.05449055  848.17438415
  352.04881395 -108.88276173  439.39901533  657.03287327 -421.30942689
  151.06599624  615.1485806   428.72771402  685.36995201 -489.48732363
   77.26712402  934.39043947  563.65803662  188.95574112 -991.8687803 ]",0,
0,"[ 362.37636428 -562.87416268 -527.69152759    9.96008057 -874.36011447
 -391.22650172  640.30705824   23.09318932  526.85041201 -848.25510968
  613.3001034    85.15135015  609.64537005  564.77500548  206.44521106
  274.91763461  451.22943163 -303.71938133 -837.07663712  716.83832262
  715.21145882  751.7410314  -528.69911723  360.60234367  648.52200877
  367.86387507  582.03296211  961.17883343   64.14161558  757.46589691
  780.93387355 -966.27005402  834.39856815  259.70716908 -381.54724362
  -79.73249077   37.73142771  803.45280506  657.77824639 -817.38463708
  993.71757378   98.86192671  449.84955882  380.79247508  265.73022936
  -43.33666196  988.69716468 -766.83580405 -748.22298253   66.52887096
  686.98800257  800.29483071 -680.38076511  595.0503705   138.16800431
  429.09087816  353.67118204 -801.17298318 -723.01999899  858.17081858
  776.43515657  586.58097695  618.18582657  366.77458891  431.02771707
  993.38231043  883.44594968  237.09034609  123.83192324 -236.22251353
  391.71760806  855.68305221  511.98037655  390.31061414 -671.41582174
  783.91679345  970.85700653   54.07185472  650.28746959  923.60763755
  506.35714379  725.40071235  475.35202795 -384.95152096 -553.73788717
 -648.92693867  367.51450669  137.38574905  822.20470944  -45.98403396
  589.44837416   62.95350484  930.9367234  -918.64573003  814.62490487]",0,
0,"[ 412.72538678  431.76821742  366.21690722 -168.96581328 -198.77920568
  946.30860152 -984.58811042  336.44817623  -82.2300809   242.48191912
  879.46043746   43.42006002  460.43105861  873.08163214  662.47104511
  641.02131891 -395.26328306 -591.83974429  980.34328408  853.37161305
  564.87280951  207.58908246 -217.73256736   82.38226855  219.92607775
  510.6285026   529.39248065  586.08976289  230.53080786  170.99007239
  265.86510561 -886.80203054  800.39076214  488.26539254 -579.28972696
  174.33978179  605.33644769  449.59412036  467.70798014  432.60620863
  956.89500597  380.71875221  797.45952731  805.11724761   27.85433029
 -128.26702085   21.82270854  629.22439225  335.21101126  663.9275498
  195.40030861  484.38320903  806.69068273  242.90224929  656.48528685
 -910.69985994  224.5572929  -126.16949347 -780.56640667  379.21603389
 -549.63173036  670.66986248  361.1716059    24.80669762  929.53430508
  742.55064103  517.84042602  186.29302958 -670.07845734  827.71488757
  595.2930998   173.26521711  196.15155914 -777.02445509 -790.24018338
  265.87377502  226.04423571  615.69520656  840.36836053  988.74918138
    6.31462633  798.78709104  877.87782815  300.32772607  961.9799115
  318.23593303  818.58820094  446.77884257  699.49945907  773.48071873
 -561.85141615  803.74145772  454.01169357  394.26497181 -973.00346008]",0,
0,"[-752.11160276 -306.80542431 -458.36944347  299.13231703  846.72839961
  403.67060675 -125.99678862  776.92102266 -846.88093286 -684.08361253
  225.00548577  317.88726888   29.88354979 -799.72071205  776.03308741
  766.48048005  670.18504564 -216.32003295 -756.27615881  230.97643254
  302.94052009  138.18307739 -734.29023067  320.33025387  209.553119
  552.37083528  908.46264592  912.5470356   269.70914024  383.55972649
 -283.46084743 -760.33156383  615.58675822  152.28756664  265.80632601
   -7.45544557 -148.42202108  116.91345927  660.55610153   67.70694753
  612.52208534  218.48115635  566.19088094   72.61931471  199.1641037
  738.05384288   61.32929533 -855.35440296  848.01995208  659.88003527
  313.02952244  788.327951    738.92187691  392.5059822   910.52600995
 -441.42110623  239.07551379 -945.15292558 -755.81731353   66.17338692
 -611.63477608  121.1264325   193.97087143  122.88933714  253.68441174
  145.29889464  901.7770868   119.51380429  159.05413613  425.58170955
  991.78278345  954.18395481  138.01250601 -774.69814514 -349.2692135
  773.58931351 -523.96437046  366.77146302  372.84440096  278.34083316
   87.481033    399.54371286  141.6703188   234.80642186  828.63378403
 -528.95571727  347.08637745  204.46901057  346.29385215  600.58155842
  821.74988716   52.76663833  974.61380815 -767.30334528  781.37563386]",0,
0,"[  76.0822841   131.02893986  976.56054473  993.73672475   26.1482888
 -855.28969154  879.08966808  787.97672627 -741.80706762  951.02249364
  976.35776877 -389.44364933  797.93358696  895.72149292  912.34452295
  170.50975611   11.468708    325.52351703 -366.34191556  856.42149294
  546.91882054  708.74951568  443.45635097  554.31004292  114.94086761
  623.78801631  642.04449243  134.33427951  119.05508982  449.99975022
  488.15660064  643.53470017  170.4296101   882.56941353 -205.82689018
 -939.38586348   17.46912565  424.8751861   125.86068941 -278.09121299
  840.89019157  647.07287814  821.73210396  477.03569826  905.10564452
  352.49670014  313.61574582 -818.53974336 -409.80773781  679.70420407
  281.51109957  139.72485905  429.03977921  961.30627496  599.00884088
  990.39881283  769.89800419  259.89336492 -127.63930329  454.8774816
 -510.56947346  205.85718117  458.58435953 -240.78511617  254.74768999
  329.48432136  404.47526994  112.53313522  300.86420837 -872.84906886
  965.69246548  549.91897341  268.24465925  404.67420343 -477.82730289
  540.01234672  980.97961396 -748.85537159  962.63988175  889.54924214
  543.59401514  670.70122566  610.61284002  792.23096603  438.93599345
  651.8955322   994.4115151   589.661384    173.01461047  522.0525944
  893.56249607  374.11718915  258.99895904  360.50309991  588.36831233]",0,
0,"[ 222.70764956  351.791732   -697.87887228 -221.85176186  868.92639856
  363.60381211  146.88732961  788.89661755 -414.5444402   222.18337697
  170.04039501 -599.62042263  442.36266912 -590.51034758  151.27929511
  449.43826781  887.33146402 -365.52986984  899.86017637  566.60703693
  388.97512889  894.34884989 -255.57532183  821.81925495  362.08643472
  231.02131667  604.46818922  846.99407943  204.29305649   37.47935099
  -69.87760877  380.73215722   40.15536287  199.90663919  130.77303341
 -588.55635046  769.79275753  792.27407743  424.15029425 -433.29765354
  486.14536061  776.07303534   35.6850089   142.65318736  480.99545968
 -939.72939062  467.10036466   32.09341639 -996.24367428  181.43688298
  440.00872687  766.89481304    3.23962309  508.03744571  991.76218884
  565.73890386  884.2025501  -245.85685564 -312.61453717  101.3701388
 -995.34357734  144.74888977  367.76017317   64.17292764  960.21081913
  502.89928006  290.72520017  643.0323581  -183.82513548  936.47637378
   80.1300745   471.99361301  822.80651243   73.68348865  443.05441508
  482.36371503  -10.98921233  533.39103876  725.83213041  334.42299521
    7.02385784 -795.14202221  357.15647209 -532.17564322 -367.42389489
  183.54369823  984.39232543  631.9231574   858.35060188 -497.13286504
  803.49490226   34.58069303  946.63281162 -612.36224761 -724.27954757]",0,
0,"[ 956.16797124 -148.54634753  921.55067358  200.59868999 -806.45509176
 -294.52154289 -644.80289145  175.15435785 -863.4337774   641.8863637
  780.68404926 -156.02631455  174.39883915  431.99558034   99.95538755
  678.543145    712.94186677  144.30823305  310.84652506  887.24568997
  835.34813918  435.53586097   10.84223646  935.79792567  878.96513518
  683.38176857  252.34993925  341.59125554  123.52621443  949.67141189
 -621.77961114  363.47196366  209.20178247  730.42591301  493.08202522
  721.88440738  469.18529212   12.61970269  707.82918657  936.06456849
  992.14605622  908.81581354  143.48149408  716.21539198  334.16978879
  286.32042007  758.77073779 -490.16964928  395.15358714  388.00338553
  538.8016526   723.89083734  265.05141778  761.35721087  379.92107598
  -77.79479444  660.5753949  -522.15317228 -784.63700699   20.15012847
  439.99120834  801.95466586  148.27057736  414.04967414  530.59164399
  911.10131825  523.28535208  736.05422296  184.63464525  532.20169277
  545.72275325   80.19758883  246.09384573 -193.81097241  -76.64253951
  788.01960654  451.87557581  -83.02077636  296.78312005   14.19827127
  255.00171952  380.781789    203.77387679 -866.21176251  126.70095605
  292.02533033  553.83775229  686.76630515  432.29791201 -396.29727263
  977.69107662  756.81126498  189.92440338  979.68861843  249.20965195]",0,
0,"[-236.07319401 -263.80993352   21.73669009 -375.86732683  482.72687738
  711.86453251  174.00357378    5.57102151 -552.21711531 -803.0735326
  450.89000922  542.92460629  284.63029509  602.35556846   67.38345699
  413.88534537  973.32495221  424.9698954   240.22470431  436.83877454
  632.29762083  132.04658586  281.29971386  456.09499197  839.80806091
  408.09856883  808.57172512  284.81233908  571.08820449   36.05929038
   23.39522936 -278.79995584  290.87548291  853.71255655  420.31657066
  980.62241694  -73.69708601  935.32847575  937.53278767  880.43897628
  435.81931559  388.25856889  296.19677215   19.91891571  589.65754435
  729.62655456  241.07159659  526.54283084  298.69833951  481.55654682
  229.22777738  196.88661045   79.10158869  506.80213441   24.75648429
  -57.70580594  452.04710355   87.74431987 -867.54509801  839.02407431
 -609.68262109   13.02068155  247.67872226  -47.45639728  775.02528614
  448.15998917  744.62876381  685.32243272  226.43115524 -252.86281829
  377.51951529  587.11903192  285.09339753 -976.87589747  332.18807686
  188.55861948  488.40437566  665.43095804   79.41180757  250.24523332
  536.59059096 -268.37402995  380.84449671 -888.66413125  601.8569579
 -553.49576222  904.60401223  358.60164556  683.4483406   730.96774949
   83.59700493  824.84533855  -63.39952992 -551.33708231  709.53647447]",0,
0,"[ 749.0570361   262.50803137  361.06772633  656.4949339   665.65077925
 -485.77783921  381.05050819  468.7255272  -356.17446194  376.58230313
  154.34831286 -393.02726956  463.70234498   24.9801757    25.71639537
  827.25887852  610.79275836 -104.84176646  375.55764773  300.21869188
   20.79754628  386.18486502  496.83521741   12.70724461   39.90906813
  606.01028458  714.63069425  879.66611261  149.36880137  852.44668215
 -544.38640555  534.78416812  927.06187857  760.9932289   951.23359764
  552.55001023 -537.30725218   73.71980995  260.12695435  220.19884555
   55.2315824   898.43310765  296.53168     496.07651507  993.04314044
  412.55048129   25.53028734  604.09980024   67.7083584   469.64307989
  337.07016127  918.1689457    51.8232639   634.08604716  203.75017594
 -571.76723356   78.22748708 -705.18766687 -678.75322344  534.40896409
 -221.16156251  429.38844786   80.67314109 -344.62659938  923.45226358
  497.2828365   224.18479977  240.54109551 -175.68731928 -501.33191691
   95.10386564   12.567186     19.44100394 -395.72238781 -138.22540841
  290.63810177 -204.91290858  555.88219542   96.64569267  372.18992209
  463.81681732  831.73784991  951.54867054 -689.3212489   499.9464817
  -76.45391814  639.34083006  231.00352181  828.72616858 -843.71959308
  481.44662937  832.26586173  911.64868859 -172.52314097  941.17807786]",0,
0,"[-702.51142879  962.31802396  950.33302866 -738.66958124  -43.06628001
 -258.63993535 -210.53432393  237.69475993 -528.6076424  -411.42430898
  754.6614696  -758.09307164  101.61906517  772.49466463  991.6471385
  254.85028445 -456.71625587  981.31957492  504.11179085  611.05050486
  898.88399119  131.90644433  188.4239379   279.10183856  231.67783024
  677.98153538  952.33661879  926.35597289  430.89767488  151.54209106
 -957.0320685   187.09671559  579.46516932  723.45895382  333.46099993
 -764.68383668  269.19171363  392.18568306  154.83475882 -965.26735125
  722.15428648    8.06366612  589.83466747  992.26201708  182.74900454
 -829.51234791  819.80834076   46.64812956  -39.27233507   52.53044666
  753.2507807   926.29846047  967.75135439  587.71964155   54.72738394
  448.33815358  266.40670536 -246.10416694  349.98642112  963.88038086
 -828.72496462  673.13192126   91.65499582  886.94410309  212.89237504
  426.15541097  446.36262767  417.71827363 -752.21176012  613.49711541
  205.20700641  216.79007056  436.26979678   76.21420764   56.0660602
  256.78212359  857.74672556  -32.867059    259.18758088  127.50558158
  804.96670227   79.91556182  713.77531074 -755.013299   -519.99452547
  851.8091869   903.94445816  822.56329483  424.83172593 -520.84061078
 -314.68481811  414.24043053  318.97018402  527.72343693  464.7613265 ]",0,
0,"[-725.90430188 -807.87825286 -474.86769168 -601.75751202   43.93046236
 -784.708192    -37.15995371  567.26479714 -706.55518374 -237.02744964
  750.14530188 -850.09755099  785.14725876  401.37234359  261.40097895
  498.57145488  351.16713465  563.202175    722.75068619  135.32957213
  444.6492853    94.32722263  391.96769455  500.6249052   581.89187509
   29.54513046  520.00809889  464.06770877  595.2990952   703.28519774
 -920.05242244 -116.05165988  986.48302436  330.24624716  391.66208981
 -508.80731908  969.35129802  415.12964618  548.74037668   -2.94140095
  657.99780189  937.4553677   292.58514869  782.05188981  672.96826035
  246.55525092  632.24012523  210.43835964 -475.24955094  792.61945677
  407.83620439  486.14808761  274.54099624  935.35913227  917.36897357
  307.88279044  510.31344805  932.475176   -351.67663523  136.33813723
  387.90384252  699.66477183  169.54370765  772.7190033   370.23575389
  653.4695521   863.74077284  516.73067615  -22.01116763 -231.7153281
  308.8403492   803.34098898  430.71148439  -43.46791631  389.88213825
  546.53234721 -613.35309444  967.77965617  797.98227708  924.99654688
   79.50764067 -896.45159065  690.69993717 -253.00769122  675.67994509
  663.11871997  566.37452513  941.60298654  781.13439851  977.84947993
 -342.69998947  390.08518943 -768.11503279    2.9748681   889.77944107]",0,
0,"[ 916.9435209    30.77366791 -330.89050949 -434.67135798   96.76171523
  -39.17860518  911.78868187  454.81683967 -668.59588222  614.37919374
  880.36438027  939.84214231  221.25340376  742.74019025   26.02213039
  730.06549593 -224.77864606  134.14528611 -956.63880835  835.3709783
  584.60667122  388.23161336 -345.41136634  281.23300415  166.28708214
  237.45559584  206.99806121  647.38557094  792.81321842  379.36925255
 -667.05327388  943.42048492  809.77789478  882.06238355 -673.30840008
 -916.32828458  997.23664778  505.60343341  234.09373581 -495.36292777
  469.80156444  502.42553455  656.80227035  707.03724951  318.90022507
  110.00460297  896.17685091  863.41778371 -320.75653936  916.50089032
  246.60187702   86.67006525  644.38161951  829.2338425   351.43599097
  222.30549119  634.55728896  338.4044597   896.10885856  470.12443545
 -518.66126765   51.0005106   328.49386205 -493.89392433  428.03835497
  561.05624057  457.53910255  233.85830022 -770.97539749  547.25508473
  548.64569273  426.05153795  440.85275081  478.65599381  136.82770932
  325.81534774  475.91253464 -544.83419933  773.72530178  268.93021172
   71.03929796  778.93539591  597.27259513 -513.78079605 -335.20086903
 -701.64578765  853.1688787   772.78136258  672.15969728 -809.03541434
  751.90091086  421.24798907  485.06297046  259.20598429 -542.02018707]",0,
0,"[ 877.06086898  132.76784838 -583.17788273   35.68661594 -790.02892098
 -864.68154945 -924.44092057  950.30097895   89.88969704  898.50887856
  718.91863802  471.23138751  591.63731125  -15.92991005  738.41682452
   44.93230467 -615.59267633  681.44497772 -122.79009167  561.78584643
  723.56343896  316.11979797  533.90295254  568.18634949  812.51161466
  437.77076684  753.90533658  704.9301278   201.07802866  523.07047816
  651.80544619 -431.59950625  668.79358901   25.07794053  592.93939066
  529.88405415  494.29981468  810.98587318  839.13365843 -458.17439744
  324.46451566  730.68142324  466.64833156  123.43198164  952.57532605
 -399.33565792  259.41725202 -374.81942806  342.74862101   77.36813089
  835.14926087  692.78168825   23.25606737  274.30385337  729.79756456
 -285.05949831  588.05596407 -750.39021493  616.51081296  537.97829286
  357.24209121  789.45220324  598.26182465  983.097823    569.05015352
  518.56230805  586.43339041  348.64085101 -580.82238986  736.3063626
  298.99264162  667.80265141  427.31167247 -525.17184187  240.42151536
  647.4027883   212.28833216 -908.53004467  140.43367056  737.26035747
  879.65349013 -438.58581481  955.96495071  264.16462655  273.66499942
 -532.25902215  451.45545827   25.45966183  770.6842328   482.36458507
  593.30240511  378.67324721 -784.73778206 -104.89013286 -182.37293014]",0,
0,"[ 526.23383572 -901.09969611  413.83052842 -124.65175378   66.15914521
 -193.52860876   46.77147717  421.88623062 -333.58747315  569.5070263
   75.0796496  -366.57281718  687.83043312 -960.58942397   59.48693817
  930.0239401  -225.65183987 -779.97939279 -735.94287338  382.96572624
  143.82132134  674.80953259  876.03643622   75.80439391  612.66734009
  366.09756984  395.25717458   65.9944081   650.87379506   86.89287087
 -327.89148991  174.09196569  661.89554611  233.49282288  -24.06939104
 -199.12522609 -883.942181    869.72686811  523.33488761  134.21947432
  101.70368593  650.70779668  107.14682852  103.92301006  200.80977928
 -551.25935236  367.97438287   -2.67160435 -600.60582727  399.96039979
  173.94481908  370.76940906 -552.28779132  231.11157013  626.15814582
 -707.28207625  685.63687113 -771.79849188  703.53362628  129.76856475
 -369.19084185  532.60982694  311.51683412  614.71507394   26.30507227
  696.67722005  240.14375515  487.82081362  827.29803677  192.21840125
   55.42178557  704.57248655  104.32000514  563.53560583 -865.46138739
  233.65047479  977.88591016 -171.49446947  793.82519892  396.07483467
  131.77849147  617.51423416  197.64130951  497.92169518  311.59513544
  353.58187795  580.61406008  936.70159813    8.83739217 -265.24222876
  970.34193277  743.76096468  242.41555504  717.44531746 -586.65958404]",0,
